D (m),L (m),P (kPa),G (kg m-2s-1),Tin (C),Xe (-),CHF (kW m-2)
0.005102282301879625,14.983349084584795,20873.696557240113,4606.723661086115,45.5215941057042,0.6523383062902708,6051.439963991224
0.007981548940706734,11.4305012930888,16883.902853208037,6914.897138235044,125.94237180000621,-0.013146546745764098,4448.183278860418
0.009664669283808124,2.148810473229581,8139.963446561701,6369.1953113645495,46.23639459545499,0.9747532843903952,11574.742674255569
0.015199430302055481,11.760147044390921,5643.035015157466,4155.979754410965,255.1530241432346,0.9251012123738647,12695.403982195434
0.005029509713631917,11.120165834336825,18809.499206712993,109.85300639074535,15.682879450608212,0.002100528224579734,11857.61561359657
0.012707574206208164,15.372119357559773,14155.258799072473,2908.780938255493,94.20137595258092,0.7634523547871643,8323.649996220478
0.014568519261108793,2.890256789393467,11041.76922236713,7587.624656405467,179.61834252481952,-0.059253915147305325,10706.748560090884
0.004847468997399627,15.25308781858528,2695.5527770343097,5493.755505935699,215.8073846879243,0.35701109788291036,10879.110623214801
0.012115591065440134,1.4862704807395415,14219.807974090716,4687.995767662749,136.84728328339023,1.0374739403135842,11804.388921285441
0.01139539132103929,0.8834396331016432,11487.729675743489,1644.6757128111874,135.446249853769,-0.3503112434041335,7226.265086858099
0.005523094723736164,9.358968338480095,10844.629024525215,6517.305362430177,247.46697155511106,-0.180275388495158,3679.6061118243906
0.004941910010019181,12.1898515996751,15039.330540501993,7861.071001025734,266.5112692448032,-0.3632613151474781,9960.091632584354
0.009386670277355538,6.2601370084953745,830.598411946342,6287.018177256356,60.61605014220475,0.9145792152646621,7154.465004900656
0.010915552525933982,3.03867512857583,4767.080634734643,5428.120735539474,263.9104866376804,-0.2855287524496515,5877.109875534429
0.015945166404540866,14.126476494600052,3784.980789728403,247.52072012985496,330.32051473517475,-0.30303544926217496,6646.573306511753
0.0036887991190424165,7.624010348384407,13561.82082826701,2358.202514891385,104.41895244088528,0.9884857849249005,8972.363470465269
0.0055265831417248,5.342506855474795,3783.922114650363,2096.354757345803,132.05155127526166,0.5865739889626791,1684.5503745198455
0.012053625575672872,1.023625015323514,7860.150555777589,855.7151837454724,324.10673314998877,0.15799525633187178,3819.171259587053
0.005077145748555457,3.0035116041628327,12626.9194953718,1279.7649228062203,80.05685985056509,0.9009467732838872,2328.258210340976
0.006929332770275229,0.318029630443741,19541.420564449156,2389.93067303069,28.492260533475573,0.5202113807702842,9463.376075983224
0.002460116794847724,0.9735822657564079,6328.067454130926,3634.263229258218,336.2438764392752,0.8065748444478982,9424.80517188011
0.0052664457946928625,5.152073885892312,17366.534709759264,867.3221063974408,149.03546932860866,-0.33297671213829716,3081.950355248156
0.004226842655692549,5.047676711156668,20210.408539047545,4802.111158809623,22.763140980421298,0.42321791273123904,12986.59049279233
0.006070906554979797,9.469628596581419,6325.044762305997,1861.8472557719651,258.4446285564686,0.4179450675364375,6920.961835509548
0.0043851695406657495,6.699824415932138,6223.195117239376,647.8177991852459,90.83062454133582,0.11418584729024811,9643.998162806378
0.008129157989589724,13.10848499841597,7250.880667291607,7299.402457115786,252.2118163720896,0.6285317155988119,3222.04777616434
0.01524310984890041,1.3832316765313901,7802.641948433942,4909.85681678254,46.42265848048061,-0.026097879812841507,3029.50492810524
0.005517666864762111,7.318021453576567,15149.836734703731,3089.6431459099354,96.59459619369332,-0.25261087715978026,9190.902577249502
